Windgeschwindigkeit;Windrichtung;Temperatur;relative Feuchte;Niederschlag;Luftdruck;Strahlung
2.1;292;31.3;42.5;0.0;1007.0;584.2
1.3;337;31.3;42.7;0.0;1007.0;581.0
3.0;247;31.4;42.6;0.0;1007.0;579.3
3.6;270;31.4;42.2;0.0;1007.0;578.6
2.8;213;31.4;42.8;0.0;1007.0;576.7
1.7;225;31.2;42.9;0.0;1007.0;573.2
1.3;326;31.2;43.4;0.0;1007.0;569.5
1.6;180;31.4;43.0;0.0;1007.0;566.8
2.1;247;31.5;42.6;0.0;1007.0;565.1
3.2;281;31.5;42.3;0.0;1006.9;561.9
3.6;213;31.4;42.8;0.0;1006.9;558.2
1.3;258;31.3;43.2;0.0;1007.0;555.0
1.0;281;31.4;42.9;0.0;1007.0;553.7
4.5;315;31.5;42.3;0.0;1007.0;551.9
3.3;270;31.4;42.6;0.0;1007.0;548.8
1.3;135;31.5;42.8;0.0;1007.0;545.2
3.2;236;31.8;41.4;0.0;1007.1;544.4
2.6;236;31.7;41.6;0.0;1006.9;539.1
0.7;67;31.8;41.8;0.0;1007.0;533.9
2.7;270;32.0;40.6;0.0;1006.9;532.1
2.0;258;31.8;41.1;0.0;1006.9;527.8
2.4;258;31.8;41.5;0.0;1006.9;524.0
3.9;258;31.8;41.2;0.0;1006.9;522.5
2.6;303;31.7;41.6;0.0;1006.9;519.4
1.3;326;31.7;41.5;0.0;1006.8;516.5
2.0;191;31.7;41.5;0.0;1006.8;513.3
2.0;202;31.8;41.1;0.0;1006.8;512.6
4.1;191;31.7;41.7;0.0;1006.7;508.5
2.5;157;31.7;42.0;0.0;1006.8;505.9
3.3;191;31.7;41.9;0.0;1006.8;505.5
0.4;225;31.9;41.9;0.0;1006.9;501.6
0.7;292;32.0;40.4;0.0;1006.8;496.3
